source,target,capacity,length,fft,unknown
117.0,116.0,1.9444444444444444,589.0184399999999,31.2,1.0
117.0,118.0,1.8055555555555556,5195.5771626,210.6,2.0
117.0,248.0,1.9444444444444444,1144.8522891999999,55.400288912745694,1.0
118.0,117.0,1.8055555555555556,5195.5771626,210.6,2.0
118.0,119.0,1.8055555555555556,3594.943692,145.2,2.0
118.0,247.0,1.6666666666666667,2887.2525204,88.8,1.0
118.0,252.0,1.6666666666666667,2240.764549,145.2,1.0
119.0,118.0,1.8055555555555556,3594.943692,145.2,2.0
119.0,120.0,1.3888888888888888,5761.9843756,235.2,2.0
119.0,252.0,1.3888888888888888,1388.3293378,108.00000000000001,1.0
119.0,257.0,1.3888888888888888,3883.6110077999997,155.4,1.0
120.0,119.0,1.3888888888888888,5761.9843756,235.2,2.0
120.0,121.0,1.3888888888888888,11384.310226,471.6,2.0
120.0,191.0,1.0416666666666667,8298.6743638,485.4,1.0
120.0,259.0,1.0416666666666667,439.02795199999997,43.9027952,1.0
121.0,63.0,1.3888888888888888,5664.152597,227.99999999999997,2.0
121.0,120.0,1.3888888888888888,11384.310226,471.6,2.0
121.0,122.0,1.3888888888888888,3044.8390931999998,144.60000000000002,2.0
122.0,121.0,1.3888888888888888,3044.8390931999998,144.60000000000002,2.0
122.0,123.0,1.3888888888888888,4811.3150508,194.40000000000003,2.0
122.0,272.0,1.3888888888888888,1769.7751046,81.08848227935798,1.0
122.0,280.0,1.3888888888888888,3479.1516789999996,303.0,1.0
123.0,122.0,1.3888888888888888,4811.3150508,194.40000000000003,2.0
123.0,124.0,1.3888888888888888,392.67895999999996,18.0,2.0
123.0,271.0,1.1111111111111112,1688.9701432,73.18045716219518,1.0
123.0,279.0,1.1111111111111112,3573.4268162,244.8,1.0
124.0,123.0,1.3888888888888888,392.67895999999996,18.0,2.0
124.0,125.0,1.3888888888888888,3337.77116,132.60000000000002,2.0
124.0,134.0,1.3888888888888888,4615.023850999999,187.20000000000002,2.0
124.0,135.0,1.3888888888888888,6874.6820516,282.0,2.0
125.0,124.0,1.3888888888888888,3337.77116,132.60000000000002,2.0
125.0,126.0,1.3888888888888888,5519.3763706,223.8,2.0
125.0,274.0,1.0,1769.7751046,76.47953324549624,1.0
125.0,283.0,1.0,5506.2602496,448.8,1.0
126.0,125.0,1.3888888888888888,5519.3763706,223.8,2.0
126.0,127.0,1.3888888888888888,7863.3961739999995,318.59999999999997,2.0
126.0,515.0,1.0,5053.6011878,215.39999999999998,1.0
126.0,518.0,1.0,9492.048254,547.1999999999999,1.0
127.0,126.0,1.3888888888888888,7863.3961739999995,318.59999999999997,2.0
127.0,128.0,1.3888888888888888,6482.180119,265.8,2.0
127.0,516.0,1.0,4124.3038982,156.6,1.0
127.0,518.0,1.0,10809.8241262,676.1999999999999,1.0
128.0,127.0,1.3888888888888888,6482.180119,265.8,2.0
128.0,129.0,1.3888888888888888,8509.6749312,346.2,2.0
128.0,147.0,1.0,2406.6553162,96.60000000000001,2.0
128.0,157.0,1.0,490.84869999999995,17.4,2.0
128.0,545.0,1.3888888888888888,16805.693884,737.5208614188414,2.0
129.0,128.0,1.3888888888888888,8509.6749312,346.2,2.0
129.0,130.0,1.0,10602.7825352,364.2,2.0
129.0,516.0,1.6666666666666667,11609.376425,537.6,1.0
129.0,519.0,1.6666666666666667,1802.1550253999999,97.20000000000002,1.0
130.0,129.0,1.0,10602.7825352,364.2,2.0
130.0,131.0,1.0,11572.7961268,398.4,2.0
130.0,521.0,1.0,2643.3087631999997,153.0,1.0
130.0,522.0,1.0,6941.646688999999,263.4,1.0
131.0,130.0,1.0,11572.7961268,398.4,2.0
131.0,524.0,1.0,5837.5911688,315.59999999999997,1.0
131.0,525.0,1.0,3486.0557476,155.370946484899,1.0
131.0,543.0,1.0,61727.523172,3032.504953765662,2.0
132.0,133.0,1.3888888888888888,1097.56988,45.0,2.0
132.0,134.0,1.3888888888888888,4035.7258246,163.20000000000002,2.0
132.0,281.0,1.0,572.4261445999999,38.4,1.0
132.0,283.0,1.0,5166.7538832,188.4,1.0
133.0,132.0,1.3888888888888888,1097.56988,45.0,2.0
134.0,124.0,1.3888888888888888,4615.023850999999,187.20000000000002,2.0
134.0,132.0,1.3888888888888888,4035.7258246,163.20000000000002,2.0
134.0,279.0,1.0416666666666667,1276.20662,57.93966334505796,1.0
134.0,283.0,1.0416666666666667,4390.27952,235.8,1.0
135.0,124.0,1.3888888888888888,6874.6820516,282.0,2.0
135.0,136.0,1.3888888888888888,9180.834084799999,438.59999999999997,2.0
136.0,135.0,1.3888888888888888,9180.834084799999,438.59999999999997,2.0
136.0,143.0,1.3888888888888888,3337.77116,134.4,2.0
136.0,158.0,1.3888888888888888,98.16973999999999,7.2,2.0
137.0,138.0,1.3888888888888888,4738.6533498,194.40000000000003,2.0
137.0,158.0,1.3888888888888888,5978.6981,265.20000000000005,2.0
137.0,191.0,1.5277777777777777,4418.7326512,280.2,1.0
137.0,260.0,1.5277777777777777,1291.2217621999998,94.8,1.0
138.0,65.0,1.3888888888888888,3470.8313912,139.2,2.0
138.0,137.0,1.3888888888888888,4738.6533498,194.40000000000003,2.0
138.0,265.0,1.3888888888888888,1717.2623403999999,154.2,1.0
138.0,270.0,1.3888888888888888,3601.6385464,150.59999999999997,1.0
139.0,140.0,1.0,8639.500389,360.6,2.0
139.0,141.0,1.3888888888888888,13832.180739599999,590.4,2.0
139.0,154.0,1.0,707.9164791999999,26.4,2.0
139.0,159.0,1.0,4728.4823209999995,193.79999999999998,2.0
140.0,139.0,1.0,8639.500389,360.6,2.0
140.0,155.0,1.0,986.5897936,39.0,2.0
140.0,156.0,1.0,5893.4513602,238.2,2.0
140.0,159.0,1.0,5225.1729252000005,254.4,2.0
141.0,139.0,1.3888888888888888,13832.180739599999,590.4,2.0
141.0,142.0,1.8055555555555556,2100.9289964,85.8,2.0
141.0,186.0,1.1111111111111112,3848.7044232,340.2,1.0
141.0,188.0,1.1111111111111112,1844.4484806,92.20418562198994,1.0
142.0,141.0,1.8055555555555556,2100.9289964,85.8,2.0
142.0,143.0,1.8055555555555556,3049.5866462,122.99999999999999,2.0
142.0,144.0,1.8055555555555556,1810.1534451999996,73.19999999999999,2.0
143.0,136.0,1.3888888888888888,3337.77116,134.4,2.0
143.0,142.0,1.8055555555555556,3049.5866462,122.99999999999999,2.0
143.0,188.0,1.3888888888888888,4047.6349405999995,164.4,1.0
143.0,190.0,1.3888888888888888,1317.083856,131.70838559999999,1.0
144.0,142.0,1.8055555555555556,1810.1534451999996,73.19999999999999,2.0
144.0,145.0,1.8055555555555556,2257.90402,99.0,2.0
144.0,186.0,1.0,1198.314564,119.83145640000001,1.0
144.0,187.0,1.0,3620.3229837999997,177.00000000000003,1.0
145.0,144.0,1.8055555555555556,2257.90402,99.0,2.0
145.0,146.0,1.8055555555555556,1965.8409967999999,90.6,2.0
145.0,182.0,1.3888888888888888,2341.7184472,177.00000000000003,1.0
145.0,187.0,1.3888888888888888,2750.5069006,133.8,1.0
146.0,111.0,1.8055555555555556,1975.6257839999998,96.60000000000001,2.0
146.0,145.0,1.8055555555555556,1965.8409967999999,90.6,2.0
146.0,181.0,1.3888888888888888,2396.629128,75.60000000000001,1.0
146.0,182.0,1.3888888888888888,1374.37636,137.437636,1.0
147.0,128.0,1.0,2406.6553162,96.60000000000001,2.0
147.0,156.0,1.0,4757.9493364,198.60000000000002,2.0
147.0,546.0,1.0,9829.2371708,357.59999999999997,2.0
148.0,51.0,1.8055555555555556,11411.7816598,490.2,2.0
148.0,99.0,1.8055555555555556,404.7651034,17.4,2.0
148.0,100.0,1.8055555555555556,5626.5906014,247.20000000000002,2.0
149.0,51.0,1.3888888888888888,2992.165395,126.6,2.0
149.0,150.0,1.3888888888888888,4744.752748399999,193.79999999999998,2.0
149.0,228.0,1.0,2812.8688256,91.2,1.0
150.0,12.0,1.3888888888888888,6331.755109199999,256.8,2.0
150.0,149.0,1.3888888888888888,4744.752748399999,193.79999999999998,2.0
150.0,221.0,1.5277777777777777,4333.95262,198.60000000000002,1.0
150.0,223.0,1.5277777777777777,1001.1382271999998,48.60000000000001,1.0
151.0,22.0,1.3888888888888888,2266.4174285999998,88.2,2.0
151.0,87.0,1.3888888888888888,4814.3245166,199.2,2.0
151.0,312.0,2.2222222222222223,1144.8522891999999,53.11949731121619,1.0
151.0,317.0,2.2222222222222223,5430.476429,250.8,1.0
152.0,22.0,1.3888888888888888,4111.4291782,171.6,2.0
152.0,96.0,1.3888888888888888,4952.4702621999995,199.8,2.0
152.0,307.0,1.3888888888888888,1852.2698729999997,81.80953111481215,1.0
152.0,317.0,1.3888888888888888,3447.1419064,292.79999999999995,1.0
153.0,51.0,1.0,2424.6155506,100.8,2.0
153.0,196.0,1.0,1194.2912139999999,62.662868601071025,1.0
153.0,235.0,1.0,3292.7096399999996,105.0,1.0
154.0,139.0,1.0,707.9164791999999,26.4,2.0
154.0,195.0,1.0,4688.570688999999,345.6,1.0
154.0,515.0,1.0,6071.460457599999,481.2,1.0
155.0,140.0,1.0,986.5897936,39.0,2.0
155.0,515.0,2.9166666666666665,3486.0557476,252.6,1.0
155.0,516.0,2.9166666666666665,6780.1172332,368.4,1.0
156.0,140.0,1.0,5893.4513602,238.2,2.0
156.0,147.0,1.0,4757.9493364,198.60000000000002,2.0
156.0,516.0,1.0,1459.3977922,83.99999999999999,2.0
157.0,128.0,1.0,490.84869999999995,17.4,2.0
157.0,516.0,1.3888888888888888,5282.9482312,323.4,1.0
157.0,517.0,1.3888888888888888,4054.7804102,195.0,1.0
158.0,136.0,1.3888888888888888,98.16973999999999,7.2,2.0
158.0,137.0,1.3888888888888888,5978.6981,265.20000000000005,2.0
158.0,190.0,1.1111111111111112,2953.2676472,216.6,1.0
158.0,193.0,1.1111111111111112,1777.9344583999998,90.0,1.0
159.0,139.0,1.0,4728.4823209999995,193.79999999999998,2.0
159.0,140.0,1.0,5225.1729252000005,254.4,2.0
160.0,161.0,1.0,2153.0233322,195.6,1.0
160.0,162.0,1.25,3833.6570942,293.4,1.0
160.0,234.0,1.5277777777777777,2548.6312909999997,173.4,1.0
161.0,160.0,1.0,2153.0233322,195.6,1.0
161.0,163.0,1.9444444444444444,4390.27952,348.59999999999997,1.0
161.0,165.0,1.0,3919.4188228,269.40000000000003,1.0
161.0,231.0,2.0833333333333335,3142.960553,211.2,1.0
162.0,160.0,1.25,3833.6570942,293.4,1.0
162.0,163.0,1.3888888888888888,2533.4713082,196.79999999999998,1.0
162.0,164.0,4.305555555555555,5005.6911359999995,252.6,1.0
163.0,161.0,1.9444444444444444,4390.27952,348.59999999999997,1.0
163.0,162.0,1.3888888888888888,2533.4713082,196.79999999999998,1.0
163.0,164.0,1.9444444444444444,4589.9020536,310.8,1.0
163.0,165.0,1.0,5255.525077599999,466.2,1.0
163.0,166.0,1.0,2971.1474146,235.2,1.0
163.0,173.0,1.0,4215.585663,324.00000000000006,1.0
164.0,108.0,1.9444444444444444,5261.9302508,281.40000000000003,1.0
164.0,162.0,4.305555555555555,5005.6911359999995,252.6,1.0
164.0,163.0,1.9444444444444444,4589.9020536,310.8,1.0
164.0,176.0,5.555555555555555,3573.4268162,184.8,1.0
165.0,48.0,1.25,2107.8008782,95.18987220121896,1.0
165.0,161.0,1.0,3919.4188228,269.40000000000003,1.0
165.0,163.0,1.0,5255.525077599999,466.2,1.0
165.0,166.0,2.361111111111111,3558.5726079999995,273.59999999999997,1.0
165.0,231.0,1.3888888888888888,4266.714394799999,260.4,1.0
165.0,232.0,2.638888888888889,4968.0164866,288.0,1.0
166.0,109.0,1.6666666666666667,2364.2331138,78.0,1.0
166.0,163.0,1.0,2971.1474146,235.2,1.0
166.0,165.0,2.361111111111111,3558.5726079999995,273.59999999999997,1.0
166.0,173.0,2.0833333333333335,3479.1516789999996,238.2,1.0
167.0,48.0,1.25,2833.3557238,235.8,1.0
167.0,50.0,1.1111111111111112,1668.88558,85.81591854487351,1.0
167.0,227.0,1.0,4867.0786818,302.40000000000003,1.0
167.0,232.0,1.0,4504.059858,298.2,1.0
167.0,235.0,1.0,6006.8293631999995,347.40000000000003,1.0
167.0,238.0,1.9444444444444444,2967.9126411999996,203.4,1.0
168.0,169.0,2.0833333333333335,4930.0360626,381.6,1.0
168.0,235.0,1.25,5045.9568228,293.4,1.0
168.0,237.0,1.5277777777777777,2593.6123439999997,160.8,1.0
168.0,238.0,3.75,1777.9344583999998,94.8,1.0
169.0,50.0,1.1111111111111112,5345.519370399999,430.79999999999995,1.0
169.0,109.0,1.6666666666666667,1582.9468239999999,158.2946824,1.0
169.0,168.0,2.0833333333333335,4930.0360626,381.6,1.0
169.0,170.0,1.8055555555555556,4618.1459706,355.2,1.0
169.0,173.0,1.25,4238.3900108,337.8,1.0
169.0,237.0,1.0,6199.483454599999,556.8,1.0
170.0,103.0,1.3888888888888888,3919.4188228,215.39999999999998,1.0
170.0,169.0,1.8055555555555556,4618.1459706,355.2,1.0
170.0,171.0,1.3888888888888888,3003.4146815999998,239.4,1.0
170.0,172.0,1.5277777777777777,4339.504843,338.4,1.0
170.0,237.0,1.0,7161.0158243999995,555.0,1.0
170.0,243.0,2.361111111111111,2764.4920652,225.0,1.0
171.0,104.0,1.8055555555555556,3776.6703648,192.0,1.0
171.0,170.0,1.3888888888888888,3003.4146815999998,239.4,1.0
171.0,173.0,1.1111111111111112,3197.678113,241.8,1.0
171.0,174.0,2.7777777777777777,3735.6161014,255.59999999999997,1.0
172.0,104.0,1.8055555555555556,1186.1962337999998,36.0,1.0
172.0,170.0,1.5277777777777777,4339.504843,338.4,1.0
172.0,175.0,3.3333333333333335,4239.5165488,339.6,1.0
172.0,179.0,2.0833333333333335,3441.5414032,274.8,1.0
172.0,244.0,1.3888888888888888,5255.525077599999,365.99999999999994,1.0
173.0,108.0,1.9444444444444444,986.5897936,56.4,1.0
173.0,163.0,1.0,4215.585663,324.00000000000006,1.0
173.0,166.0,2.0833333333333335,3479.1516789999996,238.2,1.0
173.0,169.0,1.25,4238.3900108,337.8,1.0
173.0,171.0,1.1111111111111112,3197.678113,241.8,1.0
173.0,174.0,3.0555555555555554,3957.3509666,262.8,1.0
174.0,105.0,2.5,3535.4785789999996,185.39999999999998,1.0
174.0,107.0,2.7777777777777777,1084.3250117999999,60.0,1.0
174.0,171.0,2.7777777777777777,3735.6161014,255.59999999999997,1.0
174.0,173.0,3.0555555555555554,3957.3509666,262.8,1.0
175.0,105.0,2.5,1186.1962337999998,55.01007835646011,1.0
175.0,106.0,4.027777777777778,926.1268898,75.60000000000001,1.0
175.0,172.0,3.3333333333333335,4239.5165488,339.6,1.0
175.0,176.0,1.0,3823.5826257999997,336.6,1.0
175.0,180.0,3.3333333333333335,2364.2331138,192.6,1.0
176.0,107.0,2.7777777777777777,3547.7256564,139.8,1.0
176.0,164.0,5.555555555555555,3573.4268162,184.8,1.0
176.0,175.0,1.0,3823.5826257999997,336.6,1.0
176.0,177.0,6.666666666666667,2428.5906204,128.4,1.0
177.0,106.0,4.027777777777778,2941.8252398,125.36570850916081,1.0
177.0,176.0,6.666666666666667,2428.5906204,128.4,1.0
177.0,178.0,3.888888888888889,2388.5663345999997,129.60000000000002,1.0
178.0,177.0,3.888888888888889,2388.5663345999997,129.60000000000002,1.0
178.0,181.0,3.3333333333333335,2471.8496796,124.8,1.0
178.0,182.0,1.8055555555555556,4890.78426,393.0,1.0
179.0,113.0,1.25,2483.5173946,109.2,1.0
179.0,172.0,2.0833333333333335,3441.5414032,274.8,1.0
179.0,180.0,1.3888888888888888,4102.0467260000005,325.8,1.0
179.0,244.0,1.0,4651.4271218,436.8,1.0
180.0,112.0,3.4722222222222223,2454.2434999999996,93.60000000000001,1.0
180.0,175.0,3.3333333333333335,2364.2331138,192.6,1.0
180.0,179.0,1.3888888888888888,4102.0467260000005,325.8,1.0
181.0,146.0,1.3888888888888888,2396.629128,75.60000000000001,1.0
181.0,178.0,3.3333333333333335,2471.8496796,124.8,1.0
181.0,187.0,4.861111111111111,3311.6837585999997,184.8,1.0
182.0,112.0,3.4722222222222223,1688.9701432,139.2,1.0
182.0,145.0,1.3888888888888888,2341.7184472,177.00000000000003,1.0
182.0,146.0,1.3888888888888888,1374.37636,137.437636,1.0
182.0,178.0,1.8055555555555556,4890.78426,393.0,1.0
182.0,183.0,2.5,4249.7358578,335.4,1.0
182.0,185.0,1.0,5984.33079,474.00000000000006,1.0
182.0,186.0,1.6666666666666667,4917.3222766,305.4,1.0
183.0,113.0,1.25,1079.86714,81.60000000000001,1.0
183.0,182.0,2.5,4249.7358578,335.4,1.0
183.0,184.0,1.0,5637.7111408,389.40000000000003,1.0
183.0,185.0,1.5277777777777777,4035.7258246,318.59999999999997,1.0
184.0,114.0,1.5277777777777777,1810.1534451999996,149.4,1.0
184.0,183.0,1.0,5637.7111408,389.40000000000003,1.0
184.0,185.0,1.6666666666666667,4970.9132985999995,347.40000000000003,1.0
184.0,244.0,1.0,6191.694249,403.80000000000007,1.0
184.0,245.0,1.0,5191.8756806,465.59999999999997,1.0
184.0,247.0,1.0,6072.2490342,378.0,1.0
184.0,250.0,1.0,3448.5420322,269.40000000000003,1.0
185.0,182.0,1.0,5984.33079,474.00000000000006,1.0
185.0,183.0,1.5277777777777777,4035.7258246,318.59999999999997,1.0
185.0,184.0,1.6666666666666667,4970.9132985999995,347.40000000000003,1.0
185.0,186.0,1.8055555555555556,4239.5165488,294.6,1.0
185.0,189.0,2.361111111111111,3829.8751451999997,252.00000000000003,1.0
185.0,250.0,1.0,5839.248789,387.0,1.0
186.0,141.0,1.1111111111111112,3848.7044232,340.2,1.0
186.0,144.0,1.0,1198.314564,119.83145640000001,1.0
186.0,182.0,1.6666666666666667,4917.3222766,305.4,1.0
186.0,185.0,1.8055555555555556,4239.5165488,294.6,1.0
186.0,190.0,1.8055555555555556,4728.4823209999995,294.6,1.0
187.0,144.0,1.0,3620.3229837999997,177.00000000000003,1.0
187.0,145.0,1.3888888888888888,2750.5069006,133.8,1.0
187.0,181.0,4.861111111111111,3311.6837585999997,184.8,1.0
187.0,188.0,4.444444444444445,4717.265221199999,292.2,1.0
188.0,141.0,1.1111111111111112,1844.4484806,84.28375323402508,1.0
188.0,143.0,1.3888888888888888,4047.6349405999995,164.4,1.0
188.0,187.0,4.444444444444445,4717.265221199999,292.2,1.0
188.0,193.0,1.1111111111111112,5881.172095999999,363.0,1.0
188.0,194.0,4.166666666666667,4222.4414514,247.20000000000002,1.0
189.0,185.0,2.361111111111111,3829.8751451999997,252.00000000000003,1.0
189.0,190.0,1.0,4881.9167965999995,382.8,1.0
189.0,191.0,1.0,5540.2816972,380.4,1.0
189.0,250.0,1.1111111111111112,5238.9971558,348.0,1.0
189.0,256.0,1.0,2666.9016876,211.79999999999998,1.0
190.0,143.0,1.3888888888888888,1317.083856,131.70838559999999,1.0
190.0,158.0,1.1111111111111112,2953.2676472,216.6,1.0
190.0,186.0,1.8055555555555556,4728.4823209999995,294.6,1.0
190.0,189.0,1.0,4881.9167965999995,382.8,1.0
190.0,191.0,2.2222222222222223,4042.8712941999997,277.79999999999995,1.0
191.0,120.0,1.0416666666666667,8298.6743638,485.4,1.0
191.0,137.0,1.5277777777777777,4418.7326512,280.2,1.0
191.0,189.0,1.0,5540.2816972,380.4,1.0
191.0,190.0,2.2222222222222223,4042.8712941999997,277.79999999999995,1.0
191.0,192.0,1.0,5663.299646799999,436.8,1.0
191.0,193.0,1.0,4909.4686974,382.8,1.0
191.0,256.0,3.3333333333333335,3731.737592,227.39999999999998,1.0
191.0,258.0,1.6666666666666667,5067.8760336,350.99999999999994,1.0
192.0,191.0,1.0,5663.299646799999,436.8,1.0
192.0,193.0,2.0833333333333335,4124.3038982,255.0,1.0
192.0,195.0,1.0416666666666667,5501.8828447999995,305.4,1.0
192.0,260.0,1.5277777777777777,3648.1645657999998,211.2,1.0
192.0,269.0,1.0,5619.734813,397.8,1.0
193.0,158.0,1.1111111111111112,1777.9344583999998,90.0,1.0
193.0,188.0,1.1111111111111112,5881.172095999999,363.0,1.0
193.0,191.0,1.0,4909.4686974,382.8,1.0
193.0,192.0,2.0833333333333335,4124.3038982,255.0,1.0
193.0,194.0,1.0,5881.172095999999,587.4,1.0
193.0,195.0,1.0,5839.248789,388.80000000000007,1.0
194.0,188.0,4.166666666666667,4222.4414514,247.20000000000002,1.0
194.0,193.0,1.0,5881.172095999999,587.4,1.0
194.0,195.0,2.0833333333333335,5897.539083799999,408.0,1.0
195.0,154.0,1.0,4688.570688999999,345.6,1.0
195.0,192.0,1.0416666666666667,5501.8828447999995,305.4,1.0
195.0,193.0,1.0,5839.248789,388.80000000000007,1.0
195.0,194.0,2.0833333333333335,5897.539083799999,408.0,1.0
195.0,273.0,1.0,6553.152013,352.8,1.0
196.0,153.0,1.0,1194.2912139999999,52.375797505538515,1.0
197.0,7.0,1.0,7680.494683,298.2,1.0
197.0,8.0,1.0,6234.3578523999995,232.79999999999998,1.0
197.0,199.0,1.1111111111111112,7109.6778784,369.0,1.0
197.0,201.0,1.0,7330.5919802,363.59999999999997,1.0
197.0,218.0,1.0416666666666667,8444.8829028,484.20000000000005,1.0
197.0,323.0,1.0,7578.800488399999,343.2,1.0
197.0,325.0,1.0,7574.986352599999,448.8,1.0
197.0,381.0,1.3888888888888888,9621.1334154,609.0,1.0
197.0,421.0,1.0,10090.4974264,638.4000000000001,1.0
198.0,14.0,1.6666666666666667,1610.0963897999998,102.0,1.0
198.0,199.0,1.0,4908.486999999999,240.6,1.0
198.0,200.0,1.6666666666666667,4712.1475199999995,277.79999999999995,1.0
198.0,384.0,1.0,4908.486999999999,232.79999999999998,1.0
199.0,197.0,1.1111111111111112,7109.6778784,369.0,1.0
199.0,198.0,1.0,4908.486999999999,240.6,1.0
199.0,201.0,1.5277777777777777,4713.1774976,266.40000000000003,1.0
199.0,385.0,1.0,4615.023850999999,229.8,1.0
200.0,13.0,1.0,1624.9988782,52.8,1.0
200.0,198.0,1.6666666666666667,4712.1475199999995,277.79999999999995,1.0
200.0,201.0,1.6666666666666667,4810.31726,283.8,1.0
200.0,205.0,1.8055555555555556,4618.1459706,322.2,1.0
200.0,217.0,1.0,4654.5331479999995,247.20000000000002,1.0
201.0,10.0,1.0,4024.9593399999994,181.2,1.0
201.0,197.0,1.0,7330.5919802,363.59999999999997,1.0
201.0,199.0,1.5277777777777777,4713.1774976,266.40000000000003,1.0
201.0,200.0,1.6666666666666667,4810.31726,283.8,1.0
202.0,203.0,1.25,4811.3150508,268.8,1.0
202.0,204.0,1.5277777777777777,4613.97778,220.20000000000002,1.0
202.0,207.0,1.0416666666666667,4713.1774976,250.8,1.0
202.0,388.0,1.0,5104.82648,298.2,1.0
203.0,14.0,1.6666666666666667,3573.4268162,108.60000000000001,1.0
203.0,202.0,1.25,4811.3150508,268.8,1.0
203.0,205.0,2.7777777777777777,4909.4686974,256.8,1.0
203.0,389.0,2.0833333333333335,5006.65674,285.59999999999997,1.0
204.0,54.0,1.6666666666666667,3011.4291948,191.4,1.0
204.0,202.0,1.5277777777777777,4613.97778,220.20000000000002,1.0
204.0,205.0,1.5277777777777777,4912.413789599999,276.6,1.0
204.0,221.0,1.0,4819.329564,313.2,1.0
204.0,226.0,1.3888888888888888,4390.27952,226.8,1.0
205.0,200.0,1.8055555555555556,4618.1459706,322.2,1.0
205.0,203.0,2.7777777777777777,4909.4686974,256.8,1.0
205.0,204.0,1.5277777777777777,4912.413789599999,276.6,1.0
205.0,221.0,1.1111111111111112,4444.8200526,262.2,1.0
205.0,222.0,1.0,4529.6644574,302.40000000000003,1.0
206.0,42.0,1.8055555555555556,1610.0963897999998,143.4,1.0
206.0,44.0,1.1111111111111112,1097.56988,76.2,1.0
206.0,207.0,1.8055555555555556,4712.1475199999995,272.40000000000003,1.0
206.0,208.0,1.0,4713.1774976,251.40000000000003,1.0
207.0,40.0,1.9444444444444444,1198.314564,85.8,1.0
207.0,202.0,1.0416666666666667,4713.1774976,250.8,1.0
207.0,206.0,1.8055555555555556,4712.1475199999995,272.40000000000003,1.0
207.0,209.0,1.0,4712.1475199999995,277.79999999999995,1.0
208.0,45.0,1.25,2681.3052806,189.6,1.0
208.0,206.0,1.0,4713.1774976,251.40000000000003,1.0
208.0,209.0,1.0,4613.97778,245.4,1.0
208.0,225.0,1.0416666666666667,4793.258256,423.59999999999997,1.0
208.0,230.0,1.0,4302.6992371999995,280.2,1.0
209.0,54.0,1.6666666666666667,2107.8008782,97.44512757903061,1.0
209.0,207.0,1.0,4712.1475199999995,277.79999999999995,1.0
209.0,208.0,1.0,4613.97778,245.4,1.0
209.0,225.0,1.0,4347.2618618,253.8,1.0
209.0,226.0,1.0,4793.258256,365.4,1.0
210.0,44.0,1.1111111111111112,3908.3465635999996,174.6,1.0
210.0,212.0,1.0,4664.8651108,271.8,1.0
210.0,391.0,1.0,6656.021025799999,638.4000000000001,1.0
211.0,212.0,1.8055555555555556,4142.9561488,255.0,1.0
211.0,229.0,1.0,3403.5287924,270.59999999999997,1.0
211.0,233.0,1.0,2990.5560549999996,237.00000000000003,1.0
212.0,45.0,1.25,2516.2835569999997,79.80000000000001,1.0
212.0,210.0,1.0,4664.8651108,271.8,1.0
212.0,211.0,1.8055555555555556,4142.9561488,255.0,1.0
212.0,229.0,1.0,4395.7673694,352.8,1.0
212.0,230.0,1.0416666666666667,4615.023850999999,272.40000000000003,1.0
213.0,8.0,1.0,1335.2533046,81.60000000000001,1.0
213.0,214.0,1.0416666666666667,4912.413789599999,224.4,1.0
213.0,215.0,1.6666666666666667,4221.29882,199.2,1.0
213.0,218.0,1.3888888888888888,4615.023850999999,219.60000000000002,1.0
214.0,7.0,1.0,905.0767225999998,90.50767225999998,1.0
214.0,213.0,1.0416666666666667,4912.413789599999,224.4,1.0
214.0,216.0,1.0416666666666667,4024.9593399999994,234.0,1.0
214.0,329.0,1.0,4712.1475199999995,310.2,1.0
215.0,213.0,1.6666666666666667,4221.29882,199.2,1.0
215.0,216.0,1.1111111111111112,4908.486999999999,229.2,1.0
215.0,220.0,1.0,4623.3602322,271.8,1.0
215.0,284.0,1.0,4618.1459706,283.2,1.0
216.0,214.0,1.0416666666666667,4024.9593399999994,234.0,1.0
216.0,215.0,1.1111111111111112,4908.486999999999,229.2,1.0
216.0,285.0,1.0,4909.4686974,226.8,1.0
216.0,331.0,1.0,4814.3245166,239.4,1.0
217.0,10.0,1.0,1777.9344583999998,76.8,1.0
217.0,12.0,1.9444444444444444,2734.6870884,199.2,1.0
217.0,200.0,1.0,4654.5331479999995,247.20000000000002,1.0
217.0,218.0,1.0,4618.1459706,245.4,1.0
217.0,219.0,1.0,4024.9593399999994,222.6,1.0
218.0,197.0,1.0416666666666667,8444.8829028,484.20000000000005,1.0
218.0,213.0,1.3888888888888888,4615.023850999999,219.60000000000002,1.0
218.0,217.0,1.0,4618.1459706,245.4,1.0
218.0,220.0,1.0,4024.9593399999994,330.0,1.0
219.0,16.0,1.0416666666666667,1936.2130473999998,170.4,1.0
219.0,217.0,1.0,4024.9593399999994,222.6,1.0
219.0,220.0,1.0,4618.1459706,245.4,1.0
219.0,288.0,1.0,5010.5030626,384.0,1.0
220.0,215.0,1.0,4623.3602322,271.8,1.0
220.0,218.0,1.0,4024.9593399999994,330.0,1.0
220.0,219.0,1.0,4618.1459706,245.4,1.0
220.0,289.0,1.0,5006.65674,412.2,1.0
221.0,150.0,1.5277777777777777,4333.95262,198.60000000000002,1.0
221.0,204.0,1.0,4819.329564,313.2,1.0
221.0,205.0,1.1111111111111112,4444.8200526,262.2,1.0
221.0,222.0,1.8055555555555556,4516.870204399999,265.20000000000005,1.0
221.0,226.0,1.25,4615.023850999999,258.0,1.0
